date (local),month,season,hy,dy,hd,dw,coal,hydro,gas,nuclear,petroleum,wind,other,solar,I_f
12/30/2018,12,w,4370,183,2.00,1,1894,7,13251,3840,0,,715,0,508.5172914
12/30/2018,12,w,4371,183,3.00,1,1686,8,12012,3839,0,,711,0,518.7345364
12/30/2018,12,w,4372,183,4.00,1,1621,8,11155,3842,0,,708,0,520.3242244
12/30/2018,12,w,4373,183,5.00,1,1596,7,10608,3842,0,,695,0,528.2560508
12/30/2018,12,w,4374,183,6.00,1,1596,8,10404,3839,0,,681,0,528.8754283
12/30/2018,12,w,4375,183,7.00,1,1642,7,10474,3843,0,,698,0,536.5727897
12/30/2018,12,w,4376,183,8.00,1,1739,8,10937,3844,0,,717,0,533.4581458
12/30/2018,12,w,4377,183,9.00,1,1743,8,11861,3842,0,,723,22,514.2731525
12/30/2018,12,w,4378,183,10.00,1,1791,8,13931,3844,0,,770,188,506.5784551
12/30/2018,12,w,4379,183,11.00,1,2035,7,15479,3840,0,,819,446,492.2717037
12/30/2018,12,w,4380,183,12.00,1,2205,8,17108,3841,0,,873,709,486.1674415
12/30/2018,12,w,4381,183,13.00,1,2435,7,18244,3842,0,,939,858,486.4149424
12/30/2018,12,w,4382,183,14.00,1,2701,8,19337,3838,0,,989,819,490.2664069
12/30/2018,12,w,4383,183,15.00,1,2824,6,20316,3834,0,,1019,801,491.1157061
12/30/2018,12,w,4384,183,16.00,1,2928,7,20793,3835,0,,1035,768,490.1962325
12/30/2018,12,w,4385,183,17.00,1,3004,7,21041,3834,0,,1044,583,490.3634194
12/30/2018,12,w,4386,183,18.00,1,3034,7,20913,3833,0,,1019,291,492.160393
12/30/2018,12,w,4387,183,19.00,1,3018,6,20459,3835,0,,1005,36,491.5603772
12/30/2018,12,w,4388,183,20.00,1,3032,7,20729,3832,0,,963,1,489.21672
12/30/2018,12,w,4389,183,21.00,1,2959,7,19617,3834,0,,914,0,492.759095
12/30/2018,12,w,4390,183,22.00,1,2820,8,18464,3836,0,,844,0,492.1973478
12/30/2018,12,w,4391,183,23.00,1,2544,7,17707,3834,0,,833,0,488.8011786
12/30/2018,12,w,4392,183,24.00,1,2298,8,16341,3831,0,,818,0,496.3374529
12/31/2018,12,w,4393,184,1.00,2,2121,8,14420,3835,0,,782,0,505.6238254
12/31/2018,12,w,4394,184,2.00,2,1917,8,13165,3839,0,,721,0,509.9239009
12/31/2018,12,w,4395,184,3.00,2,1685,6,11648,3839,0,,727,0,522.4650207
12/31/2018,12,w,4396,184,4.00,2,1599,6,10827,3840,0,,728,0,531.8752076
12/31/2018,12,w,4397,184,5.00,2,1593,6,10433,3841,0,,747,0,538.8356001
12/31/2018,12,w,4398,184,6.00,2,1592,6,10405,3839,0,,739,0,536.130705
12/31/2018,12,w,4399,184,7.00,2,1664,6,10795,3840,0,,735,0,525.1947991
12/31/2018,12,w,4400,184,8.00,2,1719,6,11816,3845,0,,875,0,518.1714676
12/31/2018,12,w,4401,184,9.00,2,1985,6,12884,3842,0,,899,35,502.9049639
12/31/2018,12,w,4402,184,10.00,2,2007,6,14675,3841,0,,1044,299,492.9851402
12/31/2018,12,w,4403,184,11.00,2,2161,6,16348,3845,0,,1100,639,484.0259081
12/31/2018,12,w,4404,184,12.00,2,2411,6,18060,3840,0,,1162,846,482.2075292
12/31/2018,12,w,4405,184,13.00,2,2671,6,19303,3843,0,,1231,852,475.8178676
12/31/2018,12,w,4406,184,14.00,2,2803,5,20337,3840,0,,1239,843,480.7525667
12/31/2018,12,w,4407,184,15.00,2,2874,5,21234,3841,0,,1288,822,480.4004521
12/31/2018,12,w,4408,184,16.00,2,2964,5,21830,3838,0,,1311,793,482.4021853
12/31/2018,12,w,4409,184,17.00,2,3032,5,22117,3839,0,,1298,580,482.5316841
12/31/2018,12,w,4410,184,18.00,2,3066,5,22111,3838,0,,1316,268,482.5327449
12/31/2018,12,w,4411,184,19.00,2,3074,6,21821,3837,0,,1357,25,482.1615999
12/31/2018,12,w,4412,184,20.00,2,3145,6,22204,3837,0,,1317,2,480.2469769
12/31/2018,12,w,4413,184,21.00,2,3038,6,20675,3840,0,,1305,2,484.3374033
12/31/2018,12,w,4414,184,22.00,2,2861,5,19033,3838,0,,1257,1,492.4681819
12/31/2018,12,w,4415,184,23.00,2,2662,5,17713,3837,0,,1115,0,497.9158622
12/31/2018,12,w,4416,184,24.00,2,2351,5,15952,3842,0,,1063,0,495.9880917
1/1/2019,1,w,4417,185,1.00,3,2095,5,14322,3840,0,,946,0,510.0255648
1/1/2019,1,w,4418,185,2.00,3,1986,13,12947,3829,0,,967,0,509.9318451
1/1/2019,1,w,4419,185,3.00,3,1802,11,12330,3830,0,,907,0,509.0719503
1/1/2019,1,w,4420,185,4.00,3,1635,12,11339,3833,0,,893,0,517.9463521
1/1/2019,1,w,4421,185,5.00,3,1567,12,10548,3832,0,,900,0,527.6087346
1/1/2019,1,w,4422,185,6.00,3,1574,11,10204,3835,0,,902,0,536.2986117
1/1/2019,1,w,4423,185,7.00,3,1572,13,10249,3830,0,,907,0,532.9614762
1/1/2019,1,w,4424,185,8.00,3,1619,12,10532,3834,0,,912,0,535.8107736
1/1/2019,1,w,4425,185,9.00,3,1674,11,10694,3833,0,,942,26,520.7595666
1/1/2019,1,w,4426,185,10.00,3,1712,12,12248,3834,0,,943,292,500.4232169
1/1/2019,1,w,4427,185,11.00,3,1859,12,14166,3834,0,,1254,692,497.1099727
1/1/2019,1,w,4428,185,12.00,3,2235,12,15811,3830,0,,1464,858,489.1344069
1/1/2019,1,w,4429,185,13.00,3,2531,12,17459,3831,0,,1454,843,484.0591508
1/1/2019,1,w,4430,185,14.00,3,2787,12,18852,3828,0,,1232,823,489.6512239
1/1/2019,1,w,4431,185,15.00,3,2898,11,19697,3828,0,,1265,809,491.3481935
1/1/2019,1,w,4432,185,16.00,3,2943,12,20162,3826,0,,1280,732,491.5743403
1/1/2019,1,w,4433,185,17.00,3,2960,12,20395,3827,0,,1274,516,490.174998
1/1/2019,1,w,4434,185,18.00,3,2962,12,20205,3825,0,,1265,246,490.4940356
1/1/2019,1,w,4435,185,19.00,3,2936,12,19858,3827,0,,1291,23,488.0602191
1/1/2019,1,w,4436,185,20.00,3,2966,12,20178,3826,0,,1242,0,485.2939625
1/1/2019,1,w,4437,185,21.00,3,2867,11,19066,3828,0,,1222,1,484.7610899
1/1/2019,1,w,4438,185,22.00,3,2728,12,17909,3827,0,,1194,2,483.9121607
1/1/2019,1,w,4439,185,23.00,3,2517,12,16689,3824,0,,1133,4,490.0706221
1/1/2019,1,w,4440,185,24.00,3,2254,12,14966,3825,0,,1099,1,500.8145494
1/2/2019,1,w,4441,186,1.00,4,2069,11,13139,3827,0,,1073,0,511.6236396
1/2/2019,1,w,4442,186,2.00,4,1771,12,11608,3840,0,,1017,0,516.5565734
1/2/2019,1,w,4443,186,3.00,4,1649,12,10746,3838,0,,1055,0,532.8594499
1/2/2019,1,w,4444,186,4.00,4,1689,11,9995,3842,0,,1045,0,538.622997
1/2/2019,1,w,4445,186,5.00,4,1661,12,9667,3841,0,,1031,0,539.4334192
1/2/2019,1,w,4446,186,6.00,4,1650,11,9752,3844,0,,1027,0,534.887568
1/2/2019,1,w,4447,186,7.00,4,1728,12,10507,3841,0,,990,0,523.538606
1/2/2019,1,w,4448,186,8.00,4,1828,12,12269,3839,0,,1023,0,519.5389608
1/2/2019,1,w,4449,186,9.00,4,2037,11,13181,3844,0,,1050,30,505.3720571
1/2/2019,1,w,4450,186,10.00,4,2098,11,14603,3844,0,,1173,302,490.3510776
1/2/2019,1,w,4451,186,11.00,4,2050,12,16013,3844,0,,1104,607,488.7557077
1/2/2019,1,w,4452,186,12.00,4,2207,11,17051,3840,5,,1142,900,484.68284
1/2/2019,1,w,4453,186,13.00,4,2557,12,18401,3843,0,,1195,918,480.401563
1/2/2019,1,w,4454,186,14.00,4,2780,11,19391,3838,0,,1214,882,481.3576477
1/2/2019,1,w,4455,186,15.00,4,2833,12,20120,3842,0,,1254,939,481.6958193
1/2/2019,1,w,4456,186,16.00,4,2926,11,20765,3835,0,,1285,893,480.8602741
1/2/2019,1,w,4457,186,17.00,4,2976,11,21265,3836,0,,1305,697,480.3919989
1/2/2019,1,w,4458,186,18.00,4,2961,12,21572,3836,17,,1317,307,478.236993
1/2/2019,1,w,4459,186,19.00,4,2986,12,21193,3838,0,,1355,32,482.307363
1/2/2019,1,w,4460,186,20.00,4,3073,12,21641,3830,0,,1322,2,479.9785909
1/2/2019,1,w,4461,186,21.00,4,2957,12,20415,3836,0,,1278,4,481.3876074
1/2/2019,1,w,4462,186,22.00,4,2738,13,19212,3828,0,,1229,4,482.0070007
1/2/2019,1,w,4463,186,23.00,4,2492,12,17925,3833,0,,1207,2,483.135364
1/2/2019,1,w,4464,186,24.00,4,2277,13,16207,3837,0,,1222,0,488.8572433
1/3/2019,1,w,4465,187,1.00,5,1989,12,14384,3839,0,,1139,0,498.9049805
1/3/2019,1,w,4466,187,2.00,5,1745,13,12874,3841,0,,1053,0,507.6192387
1/3/2019,1,w,4467,187,3.00,5,1662,13,11711,3842,0,,1026,0,519.8786312
1/3/2019,1,w,4468,187,4.00,5,1620,14,10937,3841,0,,1003,0,525.4768818
1/3/2019,1,w,4469,187,5.00,5,1600,13,10548,3844,0,,987,0,530.0294818
1/3/2019,1,w,4470,187,6.00,5,1598,14,10616,3845,0,,1040,0,528.3841596
1/3/2019,1,w,4471,187,7.00,5,1724,12,11304,3843,0,,1042,0,508.9708726
1/3/2019,1,w,4472,187,8.00,5,1799,14,12979,3847,0,,1040,0,506.7004184
1/3/2019,1,w,4473,187,9.00,5,2039,13,14046,3847,0,,980,25,495.9567618
1/3/2019,1,w,4474,187,10.00,5,2072,13,15366,3848,0,,1062,190,486.8316525
1/3/2019,1,w,4475,187,11.00,5,2109,14,16723,3845,3,,1089,444,485.0199466
1/3/2019,1,w,4476,187,12.00,5,2348,12,17978,3844,6,,1144,550,482.5820826
1/3/2019,1,w,4477,187,13.00,5,2633,9,19098,3842,0,,1193,638,478.8769105
1/3/2019,1,w,4478,187,14.00,5,2822,9,19999,3841,0,,1183,706,481.5376599
1/3/2019,1,w,4479,187,15.00,5,2911,9,20819,3839,0,,1192,647,484.275765
1/3/2019,1,w,4480,187,16.00,5,2965,9,21315,3831,0,,1215,667,482.3682071
1/3/2019,1,w,4481,187,17.00,5,2997,9,21421,3832,0,,1241,564,481.0024535
1/3/2019,1,w,4482,187,18.00,5,3021,11,21410,3830,0,,1267,260,485.6011318
1/3/2019,1,w,4483,187,19.00,5,3024,15,21213,3831,0,,1366,36,482.7349031
1/3/2019,1,w,4484,187,20.00,5,3114,10,21589,3827,0,,1358,2,486.4858278
1/3/2019,1,w,4485,187,21.00,5,3049,9,20755,3830,0,,1264,0,491.3951355
1/3/2019,1,w,4486,187,22.00,5,2905,9,19474,3828,0,,1192,0,490.2511024
1/3/2019,1,w,4487,187,23.00,5,2633,10,18167,3831,0,,1160,0,493.0217297
1/3/2019,1,w,4488,187,24.00,5,2375,9,16366,3833,0,,1211,0,501.3074278
1/4/2019,1,w,4489,188,1.00,6,2211,10,14277,3834,0,,1172,0,508.9950603
1/4/2019,1,w,4490,188,2.00,6,1966,9,12730,3836,0,,1046,0,517.1131169
1/4/2019,1,w,4491,188,3.00,6,1760,10,11512,3839,0,,1019,0,529.6687328
1/4/2019,1,w,4492,188,4.00,6,1715,9,10757,3836,0,,1016,0,535.2814451
1/4/2019,1,w,4493,188,5.00,6,1698,10,10444,3844,0,,915,0,535.6523288
1/4/2019,1,w,4494,188,6.00,6,1700,9,10462,3839,0,,944,0,533.0096466
1/4/2019,1,w,4495,188,7.00,6,1760,10,11398,3842,0,,961,0,518.0886315
1/4/2019,1,w,4496,188,8.00,6,1923,10,12975,3840,0,,1005,0,504.0250694
1/4/2019,1,w,4497,188,9.00,6,2100,10,14451,3841,0,,993,9,500.4533543
1/4/2019,1,w,4498,188,10.00,6,2182,9,15694,3844,0,,1080,152,489.5147306
1/4/2019,1,w,4499,188,11.00,6,2247,10,17037,3841,0,,1091,437,487.3088717
1/4/2019,1,w,4500,188,12.00,6,2461,9,18201,3842,17,,1118,778,487.4256809
1/4/2019,1,w,4501,188,13.00,6,2693,9,19212,3842,2,,1146,926,486.6246312
1/4/2019,1,w,4502,188,14.00,6,2881,9,20146,3842,0,,1152,936,484.2463152
1/4/2019,1,w,4503,188,15.00,6,2930,9,20883,3842,0,,1160,854,480.4793111
1/4/2019,1,w,4504,188,16.00,6,2930,9,21375,3842,0,,1149,634,478.5544744
1/4/2019,1,w,4505,188,17.00,6,2873,9,21359,3842,0,,1144,414,479.19075
1/4/2019,1,w,4506,188,18.00,6,2832,10,20875,3842,0,,1226,124,479.300003
1/4/2019,1,w,4507,188,19.00,6,2822,17,20434,3836,0,,1163,14,479.7261994
1/4/2019,1,w,4508,188,20.00,6,2889,16,20191,3841,0,,1168,3,478.0087088
1/4/2019,1,w,4509,188,21.00,6,2762,16,18880,3840,0,,1196,1,478.2769449
1/4/2019,1,w,4510,188,22.00,6,2678,17,17731,3842,0,,1126,0,480.4580622
1/4/2019,1,w,4511,188,23.00,6,2519,16,16865,3842,0,,1049,0,481.959901
1/4/2019,1,w,4512,188,24.00,6,2210,16,15662,3842,0,,1034,0,487.9175856
1/5/2019,1,w,4513,189,1.00,7,2073,16,13957,3846,0,,969,0,499.7574187
1/5/2019,1,w,4514,189,2.00,7,1917,17,12445,3839,0,,753,0,512.5349563
1/5/2019,1,w,4515,189,3.00,7,1793,16,11440,3843,0,,733,0,519.1382182
1/5/2019,1,w,4516,189,4.00,7,1688,16,10713,3845,0,,709,0,523.6860445
1/5/2019,1,w,4517,189,5.00,7,1688,16,10325,3844,0,,737,0,526.1729513
1/5/2019,1,w,4518,189,6.00,7,1688,16,10253,3842,0,,768,0,525.7627998
1/5/2019,1,w,4519,189,7.00,7,1725,16,10540,3846,0,,802,0,529.3141359
1/5/2019,1,w,4520,189,8.00,7,1831,16,11247,3847,0,,903,0,527.2673856
1/5/2019,1,w,4521,189,9.00,7,2058,16,12061,3844,0,,956,15,513.4090253
1/5/2019,1,w,4522,189,10.00,7,2200,14,13399,3849,0,,995,196,507.5075253
1/5/2019,1,w,4523,189,11.00,7,2303,14,14191,3846,0,,1041,569,506.5709443
1/5/2019,1,w,4524,189,12.00,7,2351,11,15249,3842,0,,1026,815,501.4697369
1/5/2019,1,w,4525,189,13.00,7,2356,11,15954,3845,0,,856,827,498.810573
1/5/2019,1,w,4526,189,14.00,7,2335,10,15913,3840,0,,909,878,499.4362752
1/5/2019,1,w,4527,189,15.00,7,2308,11,15944,3843,0,,970,977,494.795224
1/5/2019,1,w,4528,189,16.00,7,2275,10,16020,3839,16,,1014,1045,490.5010767
1/5/2019,1,w,4529,189,17.00,7,2265,10,16077,3844,24,,1106,811,487.2445341
1/5/2019,1,w,4530,189,18.00,7,2295,10,16252,3841,0,,1178,351,486.6131651
1/5/2019,1,w,4531,189,19.00,7,2390,10,16636,3840,0,,998,47,487.2460732
1/5/2019,1,w,4532,189,20.00,7,2585,11,17358,3834,0,,1051,0,491.0985264
1/5/2019,1,w,4533,189,21.00,7,2601,10,16607,3845,0,,1138,0,495.5860538
1/5/2019,1,w,4534,189,22.00,7,2538,10,15699,3842,0,,1032,4,494.4586051
1/5/2019,1,w,4535,189,23.00,7,2394,11,14984,3844,0,,843,3,495.8593813
1/5/2019,1,w,4536,189,24.00,7,2228,10,13840,3846,0,,779,1,514.5053076
1/6/2019,1,w,4537,190,1.00,1,2034,10,12333,3843,0,,786,1,524.6192657
1/6/2019,1,w,4538,190,2.00,1,1856,10,11441,3844,0,,762,0,533.0384816
1/6/2019,1,w,4539,190,3.00,1,1797,10,10724,3847,0,,755,0,536.4752711
1/6/2019,1,w,4540,190,4.00,1,1740,10,10251,3844,0,,749,0,539.5176986
1/6/2019,1,w,4541,190,5.00,1,1739,10,10086,3846,0,,782,0,541.5434996
1/6/2019,1,w,4542,190,6.00,1,1792,10,10155,3849,0,,828,0,549.43249
1/6/2019,1,w,4543,190,7.00,1,1975,10,10525,3850,0,,895,0,555.9634389
1/6/2019,1,w,4544,190,8.00,1,2325,10,11326,3849,0,,976,0,544.595457
1/6/2019,1,w,4545,190,9.00,1,2613,10,12594,3851,0,,988,47,534.8194427
1/6/2019,1,w,4546,190,10.00,1,2730,10,13946,3849,0,,1032,435,529.3353499
1/6/2019,1,w,4547,190,11.00,1,2838,9,14158,3854,0,,1102,835,528.7537829
1/6/2019,1,w,4548,190,12.00,1,2663,10,13909,3852,0,,1357,1074,522.0443227
1/6/2019,1,w,4549,190,13.00,1,2463,10,13876,3855,0,,1312,1142,509.7189182
1/6/2019,1,w,4550,190,14.00,1,2376,10,14042,3852,0,,1303,1148,510.5118725
1/6/2019,1,w,4551,190,15.00,1,2329,9,14153,3849,0,,1291,1141,505.9119479
1/6/2019,1,w,4552,190,16.00,1,2293,10,14423,3851,0,,1172,1105,501.8429301
1/6/2019,1,w,4553,190,17.00,1,2292,10,14735,3847,0,,1138,891,495.9882403
1/6/2019,1,w,4554,190,18.00,1,2296,9,15351,3847,0,,1209,390,493.746852
1/6/2019,1,w,4555,190,19.00,1,2305,10,16227,3851,0,,1051,61,493.3988389
1/6/2019,1,w,4556,190,20.00,1,2380,9,17410,3848,0,,1059,4,490.9819995
1/6/2019,1,w,4557,190,21.00,1,2328,9,16827,3852,0,,1098,4,491.9797879
1/6/2019,1,w,4558,190,22.00,1,2246,9,16015,3845,0,,1096,4,493.2796319
1/6/2019,1,w,4559,190,23.00,1,2161,8,15088,3850,0,,961,1,500.0661922
1/6/2019,1,w,4560,190,24.00,1,2053,6,13681,3851,0,,857,0,511.3985259
1/7/2019,1,w,4561,191,1.00,2,1806,6,12139,3850,0,,828,0,522.145984
1/7/2019,1,w,4562,191,2.00,2,1603,6,11083,3842,0,,791,0,533.4066488
1/7/2019,1,w,4563,191,3.00,2,1577,6,10379,3841,0,,793,0,540.5610045
1/7/2019,1,w,4564,191,4.00,2,1581,6,10088,3850,0,,813,0,540.6283459
1/7/2019,1,w,4565,191,5.00,2,1589,6,10111,3854,0,,851,0,542.035537
1/7/2019,1,w,4566,191,6.00,2,1708,6,10703,3854,0,,936,0,540.2394848
1/7/2019,1,w,4567,191,7.00,2,2063,6,11890,3852,0,,1076,0,533.3733913
1/7/2019,1,w,4568,191,8.00,2,2547,6,13956,3854,0,,1197,0,521.3132736
1/7/2019,1,w,4569,191,9.00,2,2706,6,15511,3857,0,,1159,36,516.1289419
1/7/2019,1,w,4570,191,10.00,2,2640,6,15955,3858,0,,1048,387,510.5150361
1/7/2019,1,w,4571,191,11.00,2,2524,6,15802,3851,0,,1149,775,505.523301
1/7/2019,1,w,4572,191,12.00,2,2427,6,15803,3855,0,,1131,995,495.4781519
1/7/2019,1,w,4573,191,13.00,2,2336,6,16068,3861,0,,1123,1007,496.7521699
1/7/2019,1,w,4574,191,14.00,2,2334,6,16443,3854,0,,1110,1001,505.5609551
1/7/2019,1,w,4575,191,15.00,2,2343,6,16738,3853,0,,1107,976,506.4152174
1/7/2019,1,w,4576,191,16.00,2,2340,6,17190,3849,0,,1117,1005,508.0949907
1/7/2019,1,w,4577,191,17.00,2,2357,6,17563,3850,0,,1143,834,504.5900189
1/7/2019,1,w,4578,191,18.00,2,2403,6,17901,3850,0,,1192,392,503.969805
1/7/2019,1,w,4579,191,19.00,2,2557,6,18089,3853,0,,1270,57,499.9561557
1/7/2019,1,w,4580,191,20.00,2,2788,6,19116,3844,0,,1255,0,500.3458345
1/7/2019,1,w,4581,191,21.00,2,2762,6,18607,3851,0,,1230,1,505.4013875
1/7/2019,1,w,4582,191,22.00,2,2593,6,17396,3854,0,,1161,4,504.0867078
1/7/2019,1,w,4583,191,23.00,2,2356,6,15986,3854,0,,945,2,514.2543452
1/7/2019,1,w,4584,191,24.00,2,2063,6,14537,3850,0,,761,2,530.1363527
1/8/2019,1,w,4585,192,1.00,3,1746,6,12772,3850,0,,715,0,528.0446407
1/8/2019,1,w,4586,192,2.00,3,1652,6,11079,3854,0,,758,0,545.4943241
1/8/2019,1,w,4587,192,3.00,3,1678,6,9959,3857,0,,716,0,558.9097872
1/8/2019,1,w,4588,192,4.00,3,1628,6,9487,3854,0,,705,0,568.1083442
1/8/2019,1,w,4589,192,5.00,3,1633,6,9331,3850,0,,753,0,573.3145462
1/8/2019,1,w,4590,192,6.00,3,1719,6,9675,3855,0,,822,0,557.8169843
1/8/2019,1,w,4591,192,7.00,3,1943,6,10798,3857,0,,838,0,537.1169029
1/8/2019,1,w,4592,192,8.00,3,2255,6,13197,3853,0,,837,0,534.5463956
1/8/2019,1,w,4593,192,9.00,3,2366,6,14209,3851,0,,868,40,531.1480284
1/8/2019,1,w,4594,192,10.00,3,2379,6,14420,3851,0,,856,400,519.6056059
1/8/2019,1,w,4595,192,11.00,3,2382,6,14750,3855,0,,804,731,504.0910506
1/8/2019,1,w,4596,192,12.00,3,2202,6,15402,3852,33,,781,935,500.7624285
1/8/2019,1,w,4597,192,13.00,3,2195,6,15956,3850,0,,773,1023,497.9247951
1/8/2019,1,w,4598,192,14.00,3,2291,6,16580,3850,0,,783,999,500.5102999
1/8/2019,1,w,4599,192,15.00,3,2395,6,17098,3848,0,,783,964,495.8407174
1/8/2019,1,w,4600,192,16.00,3,2490,6,17362,3843,0,,809,935,497.2713679
1/8/2019,1,w,4601,192,17.00,3,2525,6,17700,3842,0,,832,792,499.0746415
1/8/2019,1,w,4602,192,18.00,3,2641,6,17933,3844,0,,863,383,498.3800702
1/8/2019,1,w,4603,192,19.00,3,2729,6,18089,3846,0,,1000,49,498.5620158
1/8/2019,1,w,4604,192,20.00,3,2848,6,18762,3848,0,,1128,5,499.1209073
1/8/2019,1,w,4605,192,21.00,3,2779,6,18341,3850,0,,1233,3,496.3109915
1/8/2019,1,w,4606,192,22.00,3,2560,6,17237,3852,0,,1106,4,492.2304576
1/8/2019,1,w,4607,192,23.00,3,2229,6,16070,3844,0,,826,2,503.9495822
1/8/2019,1,w,4608,192,24.00,3,2078,6,14321,3842,0,,822,1,508.8436317
1/9/2019,1,w,4609,193,1.00,4,1825,6,12460,3843,0,,815,0,523.4982394
1/9/2019,1,w,4610,193,2.00,4,1608,6,10954,3847,0,,830,0,533.8748637
1/9/2019,1,w,4611,193,3.00,4,1549,6,10055,3845,0,,807,0,541.3041
1/9/2019,1,w,4612,193,4.00,4,1525,6,9609,3842,0,,815,0,555.7549319
1/9/2019,1,w,4613,193,5.00,4,1531,6,9431,3849,0,,835,0,557.7490534
1/9/2019,1,w,4614,193,6.00,4,1604,6,9662,3846,0,,905,0,546.9347359
1/9/2019,1,w,4615,193,7.00,4,1955,6,10751,3848,0,,988,0,519.6684187
1/9/2019,1,w,4616,193,8.00,4,2381,6,12977,3843,0,,1047,0,531.8470893
1/9/2019,1,w,4617,193,9.00,4,2522,6,14144,3848,0,,1049,40,527.909763
1/9/2019,1,w,4618,193,10.00,4,2493,6,14240,3847,0,,1012,305,525.4299404
1/9/2019,1,w,4619,193,11.00,4,2474,6,14646,3848,0,,1003,577,523.5617455
1/9/2019,1,w,4620,193,12.00,4,2336,6,15000,3850,0,,1047,765,522.5658011
1/9/2019,1,w,4621,193,13.00,4,2289,7,15180,3847,0,,1073,890,520.9985399
1/9/2019,1,w,4622,193,14.00,4,2254,9,15226,3844,0,,1114,1031,524.1337216
1/9/2019,1,w,4623,193,15.00,4,2266,10,15340,3847,0,,1140,1014,516.5089705
1/9/2019,1,w,4624,193,16.00,4,2257,9,15407,3843,0,,1300,979,521.6889823
1/9/2019,1,w,4625,193,17.00,4,2479,10,15270,3840,0,,1385,794,518.4092348
1/9/2019,1,w,4626,193,18.00,4,2574,10,15543,3843,0,,1330,368,505.7307936
1/9/2019,1,w,4627,193,19.00,4,2454,17,16662,3838,0,,1245,54,497.7171143
1/9/2019,1,w,4628,193,20.00,4,2870,14,18425,3843,0,,1045,5,499.8736886
1/9/2019,1,w,4629,193,21.00,4,3023,10,18284,3842,0,,1047,3,497.0407767
1/9/2019,1,w,4630,193,22.00,4,2968,11,17586,3841,0,,1013,0,501.603925
1/9/2019,1,w,4631,193,23.00,4,2764,8,16190,3844,0,,970,0,510.0082126
1/9/2019,1,w,4632,193,24.00,4,2426,9,14657,3848,0,,920,0,521.6692729
1/10/2019,1,w,4633,194,1.00,5,2136,9,13142,3852,0,,782,0,529.1143449
1/10/2019,1,w,4634,194,2.00,5,1933,9,12259,3847,0,,822,0,536.2975205
1/10/2019,1,w,4635,194,3.00,5,1916,9,11806,3852,0,,833,0,540.6206252
1/10/2019,1,w,4636,194,4.00,5,1958,9,11630,3849,0,,849,0,545.6881802
1/10/2019,1,w,4637,194,5.00,5,2004,9,11822,3853,0,,901,0,549.0572674
1/10/2019,1,w,4638,194,6.00,5,2264,9,12474,3849,0,,912,0,530.637735
1/10/2019,1,w,4639,194,7.00,5,2477,9,14595,3852,0,,922,0,508.277663
1/10/2019,1,w,4640,194,8.00,5,2938,10,18213,3851,0,,1008,0,502.9881999
1/10/2019,1,w,4641,194,9.00,5,3187,10,20136,3854,0,,1060,42,500.0840604
1/10/2019,1,w,4642,194,10.00,5,3131,10,20015,3858,14,,1022,432,500.6533436
1/10/2019,1,w,4643,194,11.00,5,3132,9,19144,3853,0,,1012,823,507.4216304
1/10/2019,1,w,4644,194,12.00,5,3280,10,17860,3854,0,,1024,1065,507.5108773
1/10/2019,1,w,4645,194,13.00,5,3147,10,16979,3859,0,,999,1126,507.3139933
1/10/2019,1,w,4646,194,14.00,5,2944,10,16246,3853,0,,972,1160,507.1641051
1/10/2019,1,w,4647,194,15.00,5,2606,10,15819,3856,0,,975,1158,510.5832
1/10/2019,1,w,4648,194,16.00,5,2542,10,15334,3857,0,,986,1148,509.0610769
1/10/2019,1,w,4649,194,17.00,5,2522,10,15349,3855,0,,996,991,502.7224214
1/10/2019,1,w,4650,194,18.00,5,2547,12,16103,3856,0,,1051,443,494.8549956
1/10/2019,1,w,4651,194,19.00,5,2807,17,17594,3857,0,,1083,77,483.4346405
1/10/2019,1,w,4652,194,20.00,5,3168,18,19792,3852,0,,1098,3,481.6255253
1/10/2019,1,w,4653,194,21.00,5,3292,17,20228,3860,0,,1075,3,489.6240103
1/10/2019,1,w,4654,194,22.00,5,3256,18,19672,3861,0,,1423,1,494.0079857
1/10/2019,1,w,4655,194,23.00,5,3192,18,18619,3860,0,,1428,4,499.2727863
1/10/2019,1,w,4656,194,24.00,5,2964,17,17284,3860,0,,1295,0,504.669508
1/11/2019,1,w,4657,195,1.00,6,2952,18,15750,3864,0,,858,0,513.5076119
1/11/2019,1,w,4658,195,2.00,6,2915,17,14972,3862,0,,988,0,515.9806672
1/11/2019,1,w,4659,195,3.00,6,2868,18,14739,3863,0,,1002,0,516.0883029
1/11/2019,1,w,4660,195,4.00,6,2802,18,14819,3864,0,,989,0,515.0448345
1/11/2019,1,w,4661,195,5.00,6,2884,18,14940,3870,0,,988,0,508.6473475
1/11/2019,1,w,4662,195,6.00,6,3092,17,15925,3863,0,,1032,0,489.8940922
1/11/2019,1,w,4663,195,7.00,6,3253,18,17782,3861,22,,1060,0,504.3395769
1/11/2019,1,w,4664,195,8.00,6,3391,18,20424,3866,0,,1069,0,502.9079707
1/11/2019,1,w,4665,195,9.00,6,3444,17,21231,3872,0,,1077,35,498.2675455
1/11/2019,1,w,4666,195,10.00,6,3445,18,20569,3868,36,,1018,355,498.8330466
1/11/2019,1,w,4667,195,11.00,6,3229,17,18872,3866,0,,1000,763,501.9236116
1/11/2019,1,w,4668,195,12.00,6,3146,18,17548,3870,0,,982,982,511.335502
